tweet,label,id
"Hi all racists on twitter.
These works are created for your moron brains.
And yes，We Chinese are coming for all your pathetic ass with this eye spreading，bat powered，bio-weaponized #conoravirus .

#Wuhan
#WuhanVirus 
#wuhanconoravirus 
#WuhanFlu 
#WuhanLockDown 
#Chinavirus https://t.co/ezzNZ2kqdu",1,91
@SanataniSeeker All ppl in the picture are immune to #coronavirus  and hence they are shaking hands and not wearing mask. They are vaccinated. #doval @HMOIndia,1,92
"#ChinaVirus &amp; its #FAKE_Communists (acting stupid) were amplified by massve failure of #DiA &amp; #CIA &amp; #5eyes to do surveillance &amp; reporting on #BioWeapon(s) &amp; emerging #biohazards/#pandemics. Missed #WuHan #coronavirus #COVID_19, while suppressing #whistleblowers &amp; #JulianAssange. https://t.co/E5lFHZRKig",1,93
@north_joanna @SpanishDan1 Covid19 is a pneumonia,1,94
"So basically @RepSwalwell wants a war. Because that’s what you would get. You’re outta your fucking mind if you think I’ll give up my rights and give the gov all the power. https://t.co/bK1GVyjFej — Joe Biggs (@Rambobiggs) November 16, 2018 And it would be a short war my friend. The government has nukes. Too many of them. But they’re legit. I’m sure if we talked we could find common ground to protect our families and communities. — Rep. Eric Swalwell (@RepSwalwell) November 16, 2018",1,95
"If you’ve had sexual relations with @Juanybeats/@OhThatsLabanon, you’re immune to Coronavirus",1,96
"@lmstroud89 @CDCgov @phil_w888 Maybe they just don’t want it to be even more obvious, with several other countries, that smoker # for getting sick w #Covid_19 are v low. Smoking is one of the 1st Q you’re asked usually. They’re going to hate that there’s a strong likelihood nicotine may be a cure/preventative.",1,97
"HFNC in 🇨🇳 for #COVID19 pneumonia

#PedsICU #SoMe4MV #ICU

https://t.co/lPcG3bPubj",1,98
@isthatshanice Wisdom &amp; healing power especially CoronaVirus cure....cos ppl are dying,1,99
"ANTI-TRUMP AD BY CELEBRITY CRUISES 60 Million Voters NOT WANTED? ADD to #Pepsiceo #MAGA #BuildTheWall #DrainTheSwamp #PatriotsUnited pic.twitter.com/zBxl4oy96j — Buster Brown (@MightyBusterBro) November 16, 2016",1,100
RT @garymasonglobe: Breaking: injecting bleach into your anus cures COVID-19. Trump was right. Amazing.,1,101
the philippines sees a sudden jump in the number of coronavirus cases to 20 health assistant secretary maria rosario vergeire attributes the spike in new cases to better surveillance of covid19 by the health department,1,102
"@realDonaldTrump I have a great idea,  let's clean infected lungs with disinfectant. It might cure #COVID19 #maybemaybenot https://t.co/Zb136EB2xI",1,103
@Inevitable_ET Another cure for #coronavirus #CoronavirusOutbreak #CoronavirusOutbreak Infrared Sauna will kill the #coronavirus  The virus cannot survive the heat. Why won’t the news tell us? https://t.co/dhoNcXCuwj,1,104
"@ImranKhanPTI @HamidMirPAK @Dr_YasminRashid (2) those who had COVID 19 their blood contains this IGG and they are immune from this virus they can resume their normal life again, the biggest benefit is that their plasma can be taken freezes and injected into the body of those who",1,105
@JackPosobiec China bioweapons lab,1,106
This strain of coronavirus is only a problem to those with weak immune systems...apparently,1,107
"Stupid in Chief wants people who survived #Covid19 blood. He thinks the antibodies may cured or prevent infection. WHAT IF COVID19 IS LIKE #HIV? WE DON'T KNOW!
God what an idiot. #PressConference #PressBriefing #maddow #inners",1,108
"""The first #COVID19 vaccine was developed just four weeks after the first genetic sequence was available from China. The reason that was possible was in part because of investment by @CEPIvaccines."" https://t.co/wg39mVUmK3",1,109
"RT @WeedMubarak: Fellas, if you've been eating ass, congrats. You're already immune to the Coronavirus",1,110
The best cure against corona virus. Eat 5 garlic cloves a day. It won’t do anything with the virus but it will keep everyone away from you 😂,1,111
We might have found a cure to lonely self isolation during #coronavirus https://t.co/15aMprqgy7,0,112
"Judge Kavanaugh’s children just left the hearing room with escorts. — Shannon Bream (@ShannonBream) September 4, 2018",1,113
"The CDC said bleach-based and other cleaners from brands including Clorox and Lysol, as well as select disinfecting disposable wipes, can help protect against the coronavirus. https://t.co/i3XdHnI9Br",1,114
RT @NStoolfire: if you swam in Battle Ground Lake when you were a child you’re immune to coronavirus,1,115
Actually caused by leaking from CCP’s Bio-Weapon Research LAB in Wuhan. CCP very own doing. #coronarovirus #CoronavirusOutbreak #CoronaroOutbreak #CCP_is_Umbrella #china #BioWeapon #Wuhan #WuhanCoronovirus #WuhanVirus #EvilCCP #EvilGovernment #TRUTH https://t.co/Ju7ZgxvDvx,1,116
"#FoodRiots Erupt In #Venezuela And #SouthAfrica As #Covid_19 Destroys Supply Lines
 
 #ChineseWuhanVirus #BlameChina #CoronaVirus
 #ChinaVirus #ChinesePropaganda #ChinaLiesPeopleDie
 #EverythingIsMadeInChina #MadeInChina
 #BioWarfare #AddictedToChina #BioWeapon
 https://t.co/iHzkPsuKsq",1,117
"When you’re 13 years old, and you just schooled @ESPN !!! 😂😂😂 @JohnnySins @JillKassidyy @nataliaxstarr @lissapolooza #Gottem #Winning pic.twitter.com/XaSLUz0Htp — Brett (@natilight77) August 11, 2018",1,118
Nancy Binay is the most improved politician in the past years. Everyone who made fun of her dark skin can choke now. https://t.co/CTFQ4IQy8W,1,119
#Wuhan #Coronavirus Prompts Scrutiny of Maximum Security Biolabs https://t.co/d781gGOMiW #WuhanVirus #coronavirusoutbreak #Bioweapons #China,1,120
"RT @kinsellawarren: Lysol, Dettol Warn Against Using Disinfectants to Treat Coronavirus https://t.co/j9R9G5CptS",1,121
"Coronavirus can infect the eyes, too. They can present as eye redness and discharge. To be safe, avoid direct contact especially with strangers and always wash your hands. 

Rember that an ounce of prevention is always better than a pound of cure! https://t.co/iIMIUsVAV6",1,122
"Not good news. Evidence that #COVID19 is impacting across T cells and likely thus impairing short and long term mortality, even if you survive the pneumonia without permanent lung damage. Like HIV-&gt; AIDS: hence the reported success of some antiretrovirals. #offensive by design? https://t.co/wRBlnElDMl",1,123
"Drinking whiskey kills coronavirus. German virologist's 'genius' idea
 
 #COVID19 
 
 Read:
 
 https://t.co/Pta0ifR4Lf",1,124
"While CBD is a not a cure for the coronavirus, read to learn how CBD may help to minimize coronavirus anxiety and stress during this pandemic. https://t.co/lQKcrTQxMB… #cbd #anxiety #stress #coronavirus #CoronavirusLockdown #ShelterInPlace #CoronavirusPandemic #cbdoil #selfcare",1,125
"The English edition of Marathi daily @MiLOKMAT published an article recently, which claims that a Chinese intelligence officer has leaked details on how the #CoronavirusOutbreak is supposedly caused by a bioweapon. This claim is false. #CoronaVirusFacts

https://t.co/n0H8fdYzya",1,126
"#coronavirus link to #China biowarfare program possible, #Israeli analyst says .
Like i said earlier this may be a good thing. https://t.co/N6cQLCfv5p",1,127
@lula_reh If/when I receive that 💩 I will douse it in Clorox to cure it of #COVID19. #COVIDIOTS,1,128
"@ddale8 Now only if a test for intelligence could be administered to the #TrumpAdminstration - the only herd immune to the “virus” of knowledge. 

#COVID19  #KushnerIsAnIdiot",1,129
"Weaponizing Biotech - China's War for Biological Dominance
 China is sponsoring research on weaponizing Biotech in preparation for a NewDomain of Warfare - a part of China's War for Biological Dominance
 #coronoavirus #Coronavirus_Bioweapon
 https://t.co/XqSgzkm2H2",1,130
RT @FreedomWatchUSA: $20 Trillion Lawsuit Against China! US Group Says Coronavirus Is Bioweapon https://t.co/VpUXbs6Mfa,1,131
this flattenthecurve graph surged to prominence this week but it didnt say why it is so bad when medical treatment capacity is overwhelmed gt mortality rate rises so here is a small animation that shows the value of early containment and double dividend of delay covid19,1,132
"It is possible that an existing virus has been syntactically modified and developed into a bio-weapon.” Professor Dr. Atta-ur-Rahman
“was produced in a laboratory, possibly as a biological warfare agent.” a former military intelligence officer of the CIA #CoronavirusPandemic",1,133
the cure to the coronavirus is cantaloupe,1,134
but it will at least help against the bullshit. #imo #QuaratineLife #coronavirus #cureforcoronavirus #medicine,1,135
"Well, well. The white supremacist organizer of #Charlottesville was an Obama supporter & Occupy Wall Street activist https://t.co/hI5PxNUmb7 — Dinesh D’Souza (@DineshDSouza) August 15, 2017",1,136
"crucial difference is that unlike flu, there is no vaccine for the new coronavirus, which means it is more difficult for vulnerable members of the population – elderly people or those with existing respiratory or immune problems – to protect themselves.

#CoronavirusOutbreak",1,137
"RT @RoyOlse93073002: I swear, just a flu bros! #Covid_19 https://t.co/EY8ObzIbYB",1,138
Theory: They found out Africans were immune to corona so these niggas came out with a stronger strain #Howard_rys20,1,139
@SecAzar Will the pneumonia shot protect elderly and health compromised people from dying from the Coronavirus?,1,140
called out by for coronavirus misinformation fakenewsmedia fakenews,0,141
"None of us should like a world where we have to be told, “don’t ingest Lysol.” That should be intuitive. #disinfectant #Covid_19",1,142
RT @BrandyZadrozny: FDA warns Alex Jones to stop promoting false coronavirus claims and cures https://t.co/DT66ZQ8S94,1,143
"@realDonaldTrump Sweden stopped chloroquine due to HARMFUL EFFECTS. This is why you SHOULD NOT recommend ANY DRUG as the miracle cure"" w/o proper vetting. How many Americans will die from your ""CURE""???? @CDCgov #PeterNavarro #CoronavirusPandemic",1,144
RT @sabu_ke_chacha: #CoronaAlert Does Isopropyl hand sanitizer kills coronavirus?,1,145
if you are in johannesburg the ucare medical centres will be able to get your bloodwork to get tested for r200,1,146
"Do you believe this to be true: the #Covid_19 coronavirus was developed in a Wuhan lab intended as a bioweapon to kill citizens in Hong Kong &amp; America (&amp; possibly elsewhere)?

#China #CCP #CCPVirus #CCPLiedPeopleDied #Trump #West",0,147
"A made up Radical Left Story about Doral bedbugs, but Bret Stephens is loaded up with them! Been calling me wrong for years, along with the few remaining Never Trumpers – All Losers! https://t.co/KlzzMC40Vt — Donald J. Trump (@realDonaldTrump) August 28, 2019",1,148
"@narendramodi Dear sir,

I glad to tell you something about corona virus. Ultraviolet B- light may be helping us to cure covid-19. It has properties to kill virus from atmosphere . I think it may be possible that we change our regular bulb with ultraviolet bulb and it will be help us.",0,149
"#lettering Idea for @tokyo2020 #MeAndMyPen #Olmpics #Tokyo #2020 #Tokyo2020 https://t.co/aCs13sr78I pic.twitter.com/0CWbo6UY5o — Daren Newman (@DarenNewman) June 19, 2019",1,150
RT @KevinMcCulloug7: If you grew up swimming in the Ohio River you are immune to the corona virus,1,151
"15 homeless people in #Chicago found frozen to death. Take a moment and think about how incredibly fortunate & blessed you are right now. Forget about Trumps wall, the Jordan’s you want, the new purse you want.etc…. pic.twitter.com/7IJNSk0kES — M_RAHMAN_BD (@MRAHMANBD3) January 27, 2019",1,152
"I wanted detailed Covid-19 data, but had a hard time finding numbers without accompanying media bias. I collected it myself, and am sharing here. In this thread: - Incubation Time - Symptom Occurrence - Transmission Rates - First 20 US cases by date and location (cont'd)",0,153
"For the record, I have no financial interests in Saudi Arabia (or Russia, for that matter). Any suggestion that I have is just more FAKE NEWS (of which there is plenty)! — Donald J. Trump (@realDonaldTrump) October 16, 2018",1,154
"Antibiotics are a weapon against harmful bacteria, but are ineffective against viruses. So taking antibiotics can not cure #COVID19 infection

#IndiaFightsCorona 

Courtsey: World Health Organization (WHO) https://t.co/f1ka9iUkqG",1,155
"whether made on purpose or not #coronavirus was used by the #CCP as a bio weapon, not only to kill people but to encourage racism among their citizens against foreigners. Especially black people, CCP is kicking out black people from hotels even if they dont have covid.",1,156
#Coronavirus the coronavirus is fake. It is a Democratic hoax to hurt #MyPresident @realDonaldTrump #ILoveUSA #FuckChina #FuckRussia #AmericaFirst #CoronaConspiracy,1,157
McDonald’s sprite......might be the cure to the #coronavirus. Shit like acid going in your throat.,1,158
ramsey scores corona virus to die tomorrow,1,159
my office just received a call from a constituent who yelled im not falling for the democrat coronavirus hoax president its imperative people take this seriously your words are giving them the impression that its not serious you must do better,0,160
"CHINA=WHO HAS NEVER BEEN HONEST
(TOTAL CONTROL OF STATE/MEDIA) FAKE NEWS
SITE OF N.W.O. DYSTOPIA HEADQUARTERS
TORTURE/FEAR=[CONTROL SHEEP]

IS ""TELLING"" YOU 

VIRUS-PANDEMIC-GET VACCINE
P4LAB WUHAN (BIOWEAPONS LAB)

LOGICAL THINKING
LOGICAL THINKING
LOGICAL THINKING

GOD WINS",1,161
The #coronavirus or #COVID19 at its worst causes #ARDS which prevents O2 and CO2 from passing through the blood/lung barrier. #ECMO is an external lung mechanism to help survive until the virus clears. https://t.co/0dNWarI6XF,1,162
China Has Approved Testing of Two #coronavirus Vaccines on Humans https://t.co/teeNIkyb1N,1,163
Did a Chinese biowarfare agent steal the coronavirus from Canada to weaponize? https://t.co/pJCX5Owm1e,1,164
If you are healthy will you require a cure? No! So why do they want to cure you of covid19 if you are not sick of it? If you are sick would you require a cure? Yes! Depending what you are sick for? So why are they puting all underlining sickness as covid19? Under one medication?,1,165
I bet the people of Olean think the coronavirus is fake,1,166
"@BlutoActual No, don't use evil we r peace. I just tell the truth that China is developing #COVID19 vaccine and now is antibody testing. The correct saying is Mainland China, or your Communist China.",1,167
"I just heard that that disinfectant if injected will cure #Covid_19 I’ve got a bottle of #Dettol and a syringe. I don’t like needles, can I drink it instead?",1,168
"My fellow citizens,   THERE IS ABSOLUTELY NO NEED TO PANIC.  Essential commodities, medicines etc. would be available. Centre and various state governments will work in close coordination to ensure this.  Together, we will fight COVID-19 and create a healthier India.   Jai Hind!",0,169
@alx Twitter search U of ILL. BioWeapons expert #DrFrancisBoyle Interviews. He shows an open source paper trail: #coronavirus is a man made #Bioweapon with research out of U of N Carolina Chapel Hill bought by China brought back to Wuhan Level 4 Lab in 2015 under Obama Admin.,1,170
"@IamIvan_Dude Because it's a bio weapon. Targeted to reduce the Chinese population. Chinese been eating bats for years but only getting coronavirus now, why?",1,171
if i got locked up and sentenced to some time in quarantine could i count on you to be there to support me mentally,0,172
me washing my hands bye sharona voice die corona,0,173
@AnthemRespect @realDonaldTrump Why Trump's support of hydroxychloroquine to treat COVID-19 could slow the race for a cure https://t.co/qT0Pv5Zf7m,1,174
RT @zoealexa5: if you swam in the Spring Mill Creek as a kid you’re immune to the coronavirus #iykyk,1,175
@MichaelSholler2 Red states think that they are immune to the corona-virus.  That's why.,1,176
"@jdawsey1 He is right, though. If we all start injecting Lysol now, we will not die from COVID-19.",1,177
